"Angle (rad) Run #1","Light Intensity, Ch 1 (lx) Run #1"
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
0.000,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.81
,40.80
,40.78
,40.77
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.77
,40.76
,40.76
,40.76
,40.78
,40.78
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
0.000,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.77
,40.81
,40.79
,40.77
,40.76
,40.80
,40.80
,40.76
,40.76
,40.77
,40.77
,40.78
,40.82
,40.82
,40.79
,40.76
,40.80
,40.82
,40.82
,40.82
,40.82
,40.80
,40.81
,40.82
,40.82
,40.82
,40.82
,40.77
,40.76
,40.76
,40.77
,40.76
,40.76
,40.76
,40.77
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
0.000,40.77
,40.79
,40.77
,40.77
,40.78
,40.82
,40.80
,40.77
,40.76
,40.76
,40.77
,40.80
,40.79
,40.78
,40.76
,40.76
,40.76
,40.78
,40.77
,40.77
,40.76
,40.77
,40.82
,40.82
,40.78
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.75
,40.72
,40.72
,40.75
0.000,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.77
,40.77
,40.77
,40.78
,40.80
,40.80
,40.82
,40.82
,40.79
,40.80
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
0.000,40.82
,40.80
,40.81
,40.80
,40.78
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.81
,40.78
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
0.000,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.77
,40.76
,40.78
,40.80
,40.81
,40.79
,40.78
,40.78
,40.77
,40.78
,40.82
,40.82
,40.82
,40.82
,40.80
,40.79
,40.78
,40.78
,40.77
,40.79
,40.81
,40.81
,40.78
,40.79
,40.82
,40.81
,40.81
,40.79
,40.78
,40.76
,40.76
,40.78
,40.76
,40.78
,40.81
,40.80
,40.77
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
0.000,40.76
,40.76
,40.76
,40.77
,40.77
,40.77
,40.76
,40.76
,40.76
,40.77
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.76
,40.77
,40.80
,40.81
,40.79
,40.81
,40.82
,40.82
,40.80
,40.77
,40.77
,40.80
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
0.000,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
0.000,40.82
,40.82
,40.82
,40.83
,40.82
,40.82
,40.82
,40.82
,40.82
,40.83
,40.84
,40.83
,40.83
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.83
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
0.000,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.83
,40.84
,40.83
,40.82
,40.82
,40.82
,40.82
,40.83
,40.83
,40.85
,40.86
,40.83
,40.82
,40.82
,40.82
,40.82
,40.82
,40.82
,40.84
,40.84
,40.82
,40.84
,40.83
,40.83
,40.83
,40.83
,40.82
,40.83
,40.82
,40.82
0.000,40.82
,40.82
,40.82
,40.82
,40.82
,40.84
,40.84
,40.83
,40.84
,40.83
,40.84
,40.88
,40.88
,40.87
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.90
,40.89
,40.95
,40.95
,40.95
,40.94
,40.95
,40.95
,40.93
,40.91
,40.89
,40.89
,40.89
,40.89
,40.89
,40.84
,40.84
,40.88
,40.89
,40.89
,40.89
,40.90
,40.95
,40.95
,40.95
,40.95
0.000,40.95
,40.95
,40.93
,40.90
,40.89
,40.89
,40.90
,40.92
,40.93
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.96
,40.99
,40.98
,40.97
,40.95
,40.95
,40.95
,40.95
,40.95
,40.94
,40.90
,40.90
,40.93
,40.94
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
0.000,40.89
,40.89
,40.89
,40.91
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.94
,40.91
,40.95
,40.92
,40.91
,40.90
0.000,40.91
,40.90
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.88
,40.84
,40.83
,40.85
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
0.000,40.88
,40.88
,40.87
,40.85
,40.84
,40.84
,40.89
,40.89
,40.89
,40.89
,40.86
,40.88
,40.89
,40.89
,40.89
,40.89
,40.88
,40.87
,40.86
,40.88
,40.89
,40.89
,40.89
,40.89
,40.88
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.90
,40.92
,40.94
,40.95
0.000,40.95
,40.94
,40.92
,40.90
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.91
,40.94
,40.95
,40.95
,40.93
,40.90
,40.90
,40.91
,40.91
,40.91
,40.90
,40.89
,40.89
,40.90
,40.89
,40.90
,40.90
,40.92
,40.93
,40.95
,40.95
,40.95
,40.94
,40.95
,40.95
,40.95
,40.95
,40.94
,40.95
,40.95
,40.95
,40.95
,40.95
-0.017,40.94
,40.94
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.95
,40.94
,40.93
,40.92
,40.92
,40.91
,40.91
,40.91
,40.92
,40.92
,40.93
,40.92
,40.92
,40.91
,40.92
,40.95
,40.95
,40.93
,40.91
,40.91
,40.91
,40.90
,40.90
,40.90
,40.90
,40.92
,40.94
,40.95
,40.93
,40.93
,40.92
,40.92
,40.94
,40.95
,40.95
,40.94
,40.95
-0.017,40.95
,40.92
,40.90
,40.90
,40.90
,40.91
,40.94
,40.94
,40.94
,40.95
,40.95
,40.95
,40.93
,40.92
,40.91
,40.90
,40.90
,40.90
,40.89
,40.89
,40.89
,40.89
,40.90
,40.89
,40.89
,40.90
,40.90
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
,40.89
