"Angle (rad) Run #1","Light Intensity, Ch 1 (lx) Run #1"
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.50
,40.49
,40.47
,40.45
,40.45
,40.45
,40.46
,40.47
,40.50
,40.50
,40.49
,40.47
,40.46
,40.46
,40.45
0.000,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.45
,40.47
,40.45
,40.45
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.45
,40.44
,40.45
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
0.000,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.45
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.45
,40.45
,40.44
,40.44
,40.45
,40.45
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
0.000,40.44
,40.45
,40.44
,40.44
,40.44
,40.44
,40.46
,40.47
,40.47
,40.45
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
,40.44
0.000,40.44
,40.44
,40.41
,40.40
,40.44
,40.44
,40.44
,40.44
,40.44
,40.43
,40.39
,40.40
,40.43
,40.44
,40.44
,40.44
,40.43
,40.44
,40.41
,40.38
,40.37
,40.37
,40.37
,40.37
,40.38
,40.39
,40.39
,40.39
,40.41
,40.41
,40.39
,40.38
,40.39
,40.42
,40.43
,40.44
,40.44
,40.44
,40.41
,40.38
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.38
,40.38
0.000,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.38
,40.40
,40.42
,40.42
,40.42
,40.41
,40.41
,40.41
,40.39
,40.40
,40.40
,40.39
,40.38
,40.38
,40.37
,40.38
,40.39
,40.41
,40.42
,40.39
,40.38
,40.38
,40.41
,40.41
,40.40
,40.38
,40.37
,40.38
,40.38
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
0.000,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.38
,40.38
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
0.000,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.36
,40.33
,40.32
,40.33
,40.35
,40.33
,40.31
,40.31
,40.32
,40.31
,40.31
,40.31
,40.32
,40.33
,40.31
,40.31
,40.31
,40.32
,40.33
,40.32
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
0.000,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.32
,40.33
,40.34
,40.34
,40.32
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.33
,40.33
,40.33
,40.32
,40.32
,40.35
,40.36
,40.36
,40.33
,40.31
,40.31
,40.31
,40.31
,40.31
,40.33
,40.32
,40.33
,40.35
0.000,40.35
,40.34
,40.32
,40.31
,40.33
,40.37
,40.37
,40.35
,40.32
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.32
,40.31
,40.32
,40.32
,40.34
,40.35
,40.37
,40.37
,40.37
,40.37
,40.37
,40.35
,40.33
,40.32
,40.32
,40.32
,40.34
,40.36
,40.35
,40.36
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
0.000,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.38
,40.37
,40.38
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.38
,40.38
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
0.000,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.38
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.38
,40.39
,40.43
,40.44
,40.44
,40.43
,40.39
,40.39
,40.38
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.38
,40.38
,40.40
,40.43
,40.44
,40.44
,40.44
,40.43
0.000,40.41
,40.40
,40.38
,40.39
,40.37
,40.38
,40.38
,40.37
,40.38
,40.38
,40.39
,40.40
,40.44
,40.43
,40.43
,40.42
,40.44
,40.43
,40.43
,40.41
,40.42
,40.39
,40.39
,40.40
,40.40
,40.42
,40.43
,40.44
,40.43
,40.43
,40.44
,40.44
,40.44
,40.44
,40.44
,40.43
,40.43
,40.44
,40.44
,40.43
,40.41
,40.41
,40.43
,40.43
,40.43
,40.43
,40.42
,40.41
,40.41
,40.39
0.000,40.39
,40.38
,40.38
,40.38
,40.38
,40.41
,40.43
,40.39
,40.37
,40.37
,40.37
,40.34
,40.34
,40.36
,40.35
,40.33
,40.36
,40.37
,40.37
,40.37
,40.37
,40.37
,40.35
,40.32
,40.33
,40.34
,40.33
,40.36
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
0.000,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.33
,40.33
,40.37
,40.34
,40.32
,40.33
,40.36
,40.34
,40.36
,40.33
,40.31
0.000,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.32
,40.37
,40.37
,40.37
,40.37
,40.37
,40.33
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.33
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
0.000,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.30
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.32
0.000,40.31
,40.31
,40.31
,40.31
,40.32
,40.34
,40.33
,40.31
,40.31
,40.32
,40.32
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.31
,40.35
,40.35
,40.33
,40.33
,40.33
,40.33
,40.32
,40.33
,40.33
,40.34
,40.35
,40.33
,40.32
,40.33
,40.35
,40.37
,40.35
,40.37
,40.35
,40.32
,40.32
,40.35
,40.33
,40.31
,40.31
,40.31
,40.31
,40.32
,40.31
,40.31
,40.32
0.000,40.33
,40.37
,40.34
,40.37
,40.37
,40.35
,40.35
,40.37
,40.35
,40.33
,40.31
,40.32
,40.31
,40.31
,40.31
,40.31
,40.31
,40.32
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.36
,40.34
,40.33
,40.31
,40.31
,40.31
,40.31
,40.31
,40.32
,40.34
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.35
,40.33
,40.34
,40.36
,40.35
-0.017,40.32
,40.32
,40.33
,40.33
,40.37
,40.37
,40.37
,40.35
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.36
,40.35
,40.36
,40.33
,40.33
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.38
,40.37
-0.017,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.38
,40.38
,40.38
,40.38
,40.38
,40.38
,40.37
,40.38
,40.39
,40.39
,40.38
,40.37
,40.37
,40.38
,40.39
,40.40
,40.41
,40.39
,40.38
,40.37
,40.37
,40.37
,40.37
,40.38
,40.38
,40.37
,40.38
,40.38
,40.39
,40.39
,40.38
,40.37
,40.37
,40.37
,40.38
,40.40
,40.40
,40.38
,40.38
-0.017,40.38
,40.38
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
-0.017,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
-0.017,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.37
,40.36
,40.34
,40.33
,40.34
,40.36
