"Angle (rad) Run #1";"White Run #1"
0,681;2627
0,681;2641
0,681;2648
0,681;2637
0,681;2645
0,681;2650
0,681;2651
0,681;2666
0,698;2697
0,698;2694
0,698;2704
0,698;2711
0,698;2731
0,698;2739
0,698;2753
0,698;2758
0,698;2786
0,698;2797
0,698;2807
0,716;2829
0,716;2857
0,716;2852
0,716;2852
0,716;2880
0,716;2903
0,716;2926
0,716;2951
0,716;2998
0,733;3010
0,733;3028
0,733;3028
0,733;3059
0,733;3086
0,733;3102
0,733;3134
0,750;3169
0,750;3203
0,750;3234
0,750;3261
0,750;3289
0,750;3294
0,750;3312
0,750;3330
0,768;3347
0,768;3373
0,768;3396
0,768;3437
0,768;3448
0,768;3484
0,768;3460
0,768;3473
0,785;3473
0,785;3462
0,785;3439
0,785;3442
0,785;3412
0,785;3394
0,785;3351
0,785;3342
0,803;3338
0,803;3338
0,803;3327
0,803;3334
0,803;3324
0,803;3297
0,803;3286
0,820;3260
0,820;3254
0,820;3241
0,820;3179
0,820;3154
0,820;3139
0,820;3112
0,838;3139
0,838;3136
0,838;3061
0,838;3066
0,838;3039
0,838;3057
0,838;3135
0,838;3070
0,838;3020
0,855;3010
0,855;2934
0,855;2865
0,855;2848
0,855;2829
0,855;2787
0,855;2766
0,873;2790
0,873;2831
0,873;2828
0,873;2774
0,873;2757
0,873;2738
0,873;2682
0,873;2670
0,890;2670
0,890;2676
0,890;2691
0,890;2629
0,890;2621
0,890;2606
0,908;2582
0,908;2599
0,908;2595
0,908;2576
0,908;2602
0,908;2591
0,925;2602
0,925;2631
0,925;2675
0,925;2707
0,942;2759
0,942;2812
0,942;2861
0,942;2879
0,942;2927
0,960;2944
0,960;2973
0,960;2989
0,960;3032
0,960;3051
0,960;3106
0,977;3120
0,977;3154
0,977;3200
0,977;3235
0,977;3256
0,977;3278
0,977;3315
0,995;3321
0,995;3338
0,995;3339
0,995;3339
0,995;3348
0,995;3347
0,995;3354
1,012;3365
1,012;3359
1,012;3368
1,012;3369
1,012;3354
1,012;3349
1,030;3318
1,030;3310
1,030;3293
1,030;3261
1,030;3221
1,047;3131
1,047;3057
1,047;2974
1,065;2886
1,065;2841
1,065;2788
1,065;2733
1,082;2691
1,082;2672
1,082;2613
1,082;2600
1,082;2590
1,100;2568
1,100;2560
1,100;2547
1,100;2526
1,100;2541
1,100;2543
1,117;2571
1,117;2579
1,117;2630
1,117;2652
1,117;2652
1,117;2684
1,117;2712
1,134;2769
1,134;2770
1,134;2803
1,134;2835
1,134;2863
1,134;2890
1,134;2922
1,152;2973
1,152;2985
1,152;3030
1,152;3040
1,152;3099
1,169;3131
1,169;3197
1,169;3216
1,169;3260
1,187;3273
1,187;3288
1,187;3258
1,187;3257
1,187;3260
1,204;3252
1,204;3205
1,204;3207
1,204;3164
1,204;3109
1,222;3025
1,222;3010
1,222;2957
1,222;2932
1,222;2913
1,239;2867
1,239;2824
1,239;2785
1,239;2785
1,239;2742
1,257;2671
1,257;2643
1,257;2563
1,257;2553
1,257;2563
1,257;2547
1,274;2538
1,274;2569
1,274;2575
1,274;2577
1,274;2616
1,292;2639
1,292;2655
1,292;2679
1,292;2710
1,292;2746
1,292;2808
1,309;2833
1,309;2893
1,309;2911
1,309;2984
1,309;3013
1,309;3098
1,326;3138
1,326;3217
1,326;3242
1,326;3294
1,344;3290
1,344;3304
1,344;3282
1,344;3283
1,361;3241
1,361;3191
1,361;3162
1,361;3102
1,361;3069
1,361;3069
1,379;3017
1,379;2987
1,379;2992
1,379;2949
1,396;2881
1,396;2803
1,396;2744
1,396;2704
1,396;2663
1,396;2639
1,396;2620
1,414;2652
1,414;2665
1,414;2689
1,414;2670
1,431;2707
1,431;2735
1,431;2820
1,431;2846
1,431;2912
1,431;2943
1,449;2989
1,449;3090
1,449;3126
1,449;3225
1,449;3229
1,449;3363
1,466;3295
1,466;3359
1,466;3626
1,466;3260
1,466;3560
1,466;3288
1,466;3434
1,484;3394
1,484;3396
1,484;3396
1,484;3399
1,484;3251
1,484;3316
1,484;3115
1,501;3238
1,501;3019
1,501;3185
1,501;2978
1,501;3112
1,501;2913
1,501;3016
1,518;2880
1,518;2900
1,518;2830
1,518;2855
1,518;2839
1,518;2854
1,518;2913
1,536;2870
1,536;2899
1,536;2905
1,536;3014
1,553;2970
1,553;3097
1,553;3076
1,553;3019
1,553;2912
1,553;3015
1,553;3008
1,571;3119
1,571;3114
1,571;3195
1,571;3213
1,571;3289
1,571;3330
1,588;3363
1,588;3363
1,588;3407
1,606;3395
1,606;3399
1,606;3389
1,606;3551
1,606;3434
1,606;3391
1,606;3316
1,606;3387
1,606;3384
1,623;3421
1,623;3359
1,623;3452
1,623;3392
1,641;3385
1,641;3367
1,641;3316
1,641;3199
1,641;3272
1,641;3156
1,658;3146
1,658;3060
1,658;3020
1,658;3047
1,658;3077
1,676;3158
1,676;3120
1,676;3151
1,676;3121
1,676;3145
1,676;3144
1,676;3181
1,693;3092
1,693;3030
1,693;2998
1,693;3060
1,693;3066
1,693;3095
1,710;3124
1,710;3182
1,710;3246
1,710;3293
1,710;3316
1,710;3401
1,710;3508
1,710;3588
1,710;3817
1,728;3861
1,728;3899
1,728;3985
1,728;4058
1,728;4128
1,728;4102
1,745;4055
1,745;3975
1,745;3925
1,745;3834
1,745;3802
1,745;3786
1,745;3765
1,745;3728
1,745;3809
1,745;3627
1,745;3693
1,763;3555
1,763;3634
1,763;3582
1,763;3516
1,763;3398
1,763;3348
1,763;
1,763;
