"Angle (rad) Run #1";"White Run #1"
1,152;5733
1,152;5696
1,152;5660
1,152;5623
1,152;5623
1,152;5594
1,152;5576
1,152;5542
1,152;5503
1,152;5495
1,152;5445
1,169;5479
1,169;5440
1,169;5440
1,169;5397
1,169;5300
1,169;5224
1,169;5085
1,169;4944
1,169;4750
1,169;4663
1,187;4565
1,187;4538
1,187;4476
1,187;4372
1,187;4256
1,187;4169
1,187;4023
1,187;3678
1,187;3514
1,204;3364
1,204;3361
1,204;3237
1,204;3193
1,204;3151
1,204;3021
1,204;2976
1,204;2856
1,204;2753
1,204;2738
1,222;2751
1,222;2751
1,222;2703
1,222;2703
1,222;2719
1,222;2756
1,222;2763
1,222;2659
1,222;2606
1,222;2553
1,239;2549
1,239;2553
1,239;2568
1,239;2593
1,239;2631
1,239;2652
1,239;2677
1,239;2690
1,257;2710
1,257;2724
1,257;2758
1,257;2776
1,257;2843
1,257;2891
1,257;2915
1,257;2914
1,257;2932
1,257;2948
1,257;3004
1,257;3052
1,257;3145
1,274;3217
1,274;3316
1,274;3404
1,274;3452
1,274;3603
1,274;3626
1,274;3767
1,274;3767
1,274;3848
1,274;3977
1,292;4029
1,292;4170
1,292;4237
1,292;4342
1,292;4373
1,292;4476
1,292;4549
1,292;4672
1,309;4748
1,309;4801
1,309;4868
1,309;4902
1,309;4978
1,309;5063
1,309;5073
1,309;5063
1,309;5088
1,326;5058
1,326;5076
1,326;5039
1,326;5013
1,326;5026
1,326;5006
1,326;4999
1,326;5062
1,326;5159
1,344;5172
1,344;5247
1,344;5054
1,344;4969
1,344;5083
1,344;5497
1,344;5274
1,344;5127
1,344;5182
1,344;5415
1,344;5561
1,326;5377
1,326;5059
1,326;6006
1,326;6253
1,326;6209
1,326;6287
1,326;6203
1,326;5995
1,344;5870
1,344;5762
1,344;5767
1,344;5773
1,344;5679
1,344;5552
1,344;5615
1,344;5554
1,344;5692
1,344;5696
1,344;5426
1,344;5523
1,344;5423
1,344;5364
1,344;5296
1,344;5115
1,344;5090
1,361;4938
1,361;4953
1,361;4797
1,361;4703
1,361;4639
1,361;4505
1,361;4420
1,361;4310
1,361;4242
1,361;4056
1,361;4056
1,379;3985
1,379;3655
1,379;3459
1,379;3319
1,379;3186
1,379;3028
1,379;2927
1,396;2811
1,396;2671
1,396;2633
1,396;2603
1,396;2569
1,396;2558
1,396;2554
1,396;2565
1,396;2568
1,396;2570
1,396;2586
1,396;2578
1,396;2596
1,396;2600
1,396;2624
1,396;2635
1,396;2638
1,396;2637
1,414;2665
1,414;2742
1,414;2754
1,414;2823
1,414;2869
1,414;2931
1,414;2933
1,414;3034
1,414;3101
1,414;3224
1,414;3266
1,431;3266
1,431;3365
1,431;3470
1,431;3587
1,431;3677
1,431;3828
1,431;3896
1,431;3984
1,431;4112
1,431;4225
1,449;
1,449;
1,449;
