"Angle (rad) Run #1";"White Run #1"
0,977;4870
0,977;4786
0,977;4707
0,977;4656
0,977;4634
0,977;4579
0,977;4555
0,977;4545
0,995;4472
0,995;4441
0,995;4431
0,995;4454
0,995;4378
0,995;4322
0,995;4175
0,995;4041
0,995;3950
0,995;3840
0,995;3765
1,012;3692
1,012;3625
1,012;3548
1,012;3524
1,012;3512
1,012;3502
1,012;3502
1,012;3463
1,012;3439
1,012;3391
1,012;3311
1,012;3288
1,012;3229
1,012;3178
1,030;3208
1,030;3176
1,030;3154
1,030;3133
1,030;3123
1,030;3110
1,030;3071
1,030;3104
1,030;3063
1,030;3048
1,030;3053
1,030;3035
1,030;3031
1,030;2993
1,030;2960
1,030;2948
1,030;2933
1,030;2880
1,030;2885
1,030;2867
1,047;2849
1,047;2853
1,047;2850
1,047;2862
1,047;2852
1,047;2827
1,047;2847
1,047;2822
1,047;2844
1,047;2844
1,047;2811
1,047;2811
1,047;2813
1,047;2806
1,047;2805
1,047;2816
1,047;2816
1,047;2817
1,047;2842
1,047;2823
1,047;2874
1,065;2818
1,065;2882
1,065;2843
1,065;2910
1,065;2901
1,065;2908
1,065;2987
1,065;2906
1,065;2995
1,065;2961
1,065;2979
1,065;3015
1,065;3014
1,065;3072
1,065;3062
1,065;3126
1,065;3139
1,065;3117
1,065;3204
1,082;3177
1,082;3275
1,082;3221
1,082;3364
1,082;3184
1,082;3433
1,082;3433
1,082;3346
1,082;3365
1,082;3399
1,082;3650
1,082;3440
1,082;3674
1,082;3672
1,082;3793
1,082;3689
1,082;3989
1,082;3887
1,082;4076
1,100;4065
1,100;4182
1,100;4136
1,100;4417
1,100;4325
1,100;4552
1,100;4618
1,100;4757
1,100;4872
1,100;4973
1,100;5007
1,100;5126
1,117;5187
1,117;5236
1,117;5328
1,117;5382
1,117;5401
1,117;5391
1,117;5455
1,117;5405
1,117;5542
1,117;5527
1,117;5521
1,117;5703
1,117;5703
1,117;5574
1,117;5756
1,134;5655
1,134;5797
1,134;5774
1,134;5880
1,134;5797
1,134;6063
1,134;5789
1,134;6043
1,134;5947
1,152;6022
1,152;5936
1,152;6054
1,152;5942
1,152;5955
1,152;5905
1,152;5954
1,152;5816
1,152;5952
1,169;5706
1,169;5943
1,169;5505
1,169;5991
1,169;5372
1,169;5864
1,169;5443
1,169;5645
1,169;5349
1,169;5530
1,187;5233
1,187;5337
1,187;5162
1,187;5251
1,187;4977
1,187;5065
1,187;4901
1,187;4901
1,187;4853
1,204;4686
1,204;4659
1,204;4528
1,204;4480
1,204;4333
1,204;4295
1,204;4196
1,204;4126
1,204;4016
1,222;3881
1,222;3790
1,222;3700
1,222;3614
1,222;3507
1,222;3434
1,222;3365
1,222;3291
1,222;3244
1,239;3212
1,239;3114
1,239;3121
1,239;3038
1,239;3055
1,239;2964
1,239;3010
1,239;2911
1,239;2971
1,239;2892
1,257;2946
1,257;2892
1,257;2959
1,257;2925
1,257;2968
1,257;3010
1,257;3041
1,257;3041
1,257;3062
1,257;3111
1,274;3132
1,274;3178
1,274;3197
1,274;3298
1,274;3323
1,274;3467
1,274;3501
1,274;3624
1,274;3676
1,274;3785
1,292;3846
1,292;3919
1,292;3975
1,292;4096
1,292;4222
1,292;4345
1,292;4478
1,292;4576
1,292;4712
1,309;4765
1,309;4913
1,309;4969
1,309;5096
1,309;5173
1,309;5294
1,309;5325
1,309;5436
1,309;5492
1,309;5585
1,326;5665
1,326;5748
1,326;5836
1,326;5910
1,326;5953
1,326;5953
1,326;5972
1,326;6073
1,344;6105
1,344;6154
1,344;6123
1,344;6184
1,344;6141
1,344;6079
1,344;6084
1,344;5952
1,344;5922
1,361;5828
1,361;5738
1,361;5689
1,361;5642
1,361;5675
1,361;5692
1,361;5683
1,361;5681
1,361;5634
1,379;5600
1,379;5648
1,379;5579
1,379;5481
1,379;5381
1,379;5317
1,379;5191
1,379;5158
1,379;
