"Angle (rad) Run #1","Light Intensity, Ch 1 (lx) Run #1"
,44.48
,44.48
,44.46
,44.44
,44.48
,44.43
,44.41
,44.41
,44.42
,44.41
,44.41
,44.41
,44.41
,44.41
,44.42
,44.41
,44.41
,44.47
,44.48
,44.48
,44.48
,44.46
,44.41
,44.41
,44.41
,44.39
,44.35
,44.35
,44.35
,44.35
,44.35
,44.41
,44.40
,44.41
,44.41
,44.38
,44.36
,44.36
,44.35
,44.35
,44.35
,44.35
,44.37
,44.40
,44.36
,44.35
,44.41
,44.41
,44.41
,44.42
0.000,44.43
,44.44
,44.42
,44.45
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.53
,44.52
,44.54
,44.54
,44.54
,44.54
,44.54
,44.49
,44.54
,44.54
,44.54
,44.54
,44.54
,44.54
,44.54
,44.51
,44.49
,44.54
,44.54
,44.55
,44.57
,44.60
,44.60
,44.60
,44.60
,44.60
,44.60
,44.55
,44.56
,44.55
,44.60
,44.60
,44.60
,44.60
,44.54
0.000,44.54
,44.53
,44.50
,44.48
,44.47
,44.47
,44.45
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.49
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.53
,44.54
,44.54
,44.54
,44.54
,44.54
,44.54
,44.54
,44.54
,44.54
,44.54
,44.57
,44.57
,44.56
,44.56
,44.60
,44.60
,44.58
,44.54
,44.54
,44.54
,44.54
,44.60
,44.60
,44.60
,44.67
0.000,44.67
,44.67
,44.67
,44.67
,44.64
,44.60
,44.60
,44.60
,44.60
,44.67
,44.67
,44.65
,44.60
,44.60
,44.60
,44.60
,44.60
,44.60
,44.60
,44.60
,44.60
,44.60
,44.55
,44.54
,44.50
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.48
,44.47
,44.48
,44.46
,44.43
,44.42
,44.41
,44.41
,44.41
,44.41
,44.41
,44.41
0.000,44.41
,44.41
,44.41
,44.41
,44.41
,44.41
,44.41
,44.41
,44.41
,44.41
