"Angle (rad) Run #1";"White Run #1"
0,855;3000
0,855;2963
0,855;2901
0,855;2858
0,873;2851
0,873;2831
0,873;2826
0,873;2807
0,873;2794
0,873;2825
0,873;2806
0,873;2780
0,873;2792
0,873;2764
0,873;2756
0,873;2747
0,873;2702
0,873;2674
0,873;2664
0,873;2650
0,873;2639
0,873;2621
0,873;2636
0,890;2659
0,890;2639
0,890;2642
0,890;2697
0,890;2719
0,890;2734
0,890;2744
0,890;2720
0,890;2720
0,890;2702
0,890;2688
0,890;2643
0,890;2597
0,890;2570
0,890;2561
0,890;2547
0,890;2559
0,890;2522
0,890;2565
0,890;2565
0,890;2579
0,908;2574
0,908;2561
0,908;2539
0,908;2506
0,908;2511
0,908;2500
0,908;2495
0,908;2492
0,908;2485
0,908;2496
0,908;2509
0,908;2505
0,908;2514
0,908;2497
0,908;2470
0,908;2475
0,908;2464
0,925;2445
0,925;2444
0,925;2456
0,925;2453
0,925;2460
0,925;2475
0,925;2492
0,925;2507
0,925;2517
0,925;2531
0,925;2530
0,925;2534
0,925;2546
0,925;2554
0,925;2566
0,925;2575
0,925;2578
0,942;2601
0,942;2601
0,942;2614
0,942;2644
0,942;2652
0,942;2667
0,942;2680
0,942;2683
0,942;2690
0,942;2696
0,942;2713
0,942;2715
0,942;2745
0,942;2734
0,942;2789
0,942;2803
0,960;2856
0,960;2898
0,960;2942
0,960;2980
0,960;3014
0,960;3051
0,960;3068
0,960;3098
0,960;3133
0,960;3162
0,960;3142
0,960;3191
0,977;3198
0,977;3225
0,977;3249
0,977;3272
0,977;3276
0,977;3306
0,977;3344
0,977;3366
0,977;3399
0,977;3409
0,977;3409
0,977;3448
0,977;3477
0,977;3512
0,977;3540
0,977;3552
0,995;3567
0,995;3574
0,995;3587
0,995;3585
0,995;3586
0,995;3585
0,995;3577
0,995;3591
0,995;3601
0,995;3622
0,995;3653
0,995;3675
0,995;3709
0,995;3710
0,995;3728
0,995;3754
0,995;3778
0,995;3787
0,995;3808
0,995;3833
0,995;3848
0,995;3854
0,995;3893
1,012;3877
1,012;3911
1,012;3908
1,012;3927
1,012;3917
1,012;3918
1,012;3920
1,012;3908
1,012;3897
1,012;3875
1,012;3884
1,012;3868
1,012;3864
1,012;3912
1,030;3868
1,030;3915
1,030;3896
1,030;3939
1,030;3922
1,030;3977
1,030;3980
1,030;4022
1,030;4067
1,030;4060
1,030;3935
1,030;3967
1,030;3962
1,030;4014
1,030;4038
1,047;4156
1,047;4103
1,047;4072
1,047;4070
1,047;4030
1,047;4044
1,047;4170
1,047;4232
1,047;4084
1,047;4147
1,047;4143
1,047;4166
1,047;4216
1,047;4102
1,047;4098
1,047;4125
1,047;4161
1,047;4161
1,047;4348
1,047;4527
1,047;4421
1,047;4443
1,047;4453
1,047;4415
1,047;4350
1,047;4290
1,047;4283
1,047;4291
1,047;4336
1,047;4333
1,047;4334
1,047;4249
1,047;4287
1,047;4287
1,065;4218
1,065;4249
1,065;4280
1,065;4293
1,065;4199
1,065;3817
1,065;3778
1,065;3845
1,065;3961
1,065;3860
1,065;3842
1,065;3789
1,065;3726
1,065;3679
1,065;3523
1,065;3416
1,065;3423
1,082;3338
1,082;3304
1,082;3078
1,082;3078
1,082;3033
1,082;2958
1,082;2888
1,082;2841
1,082;2765
1,082;2744
1,082;2653
1,082;2496
1,100;2472
1,100;2451
1,100;2441
1,100;2434
1,100;2385
1,100;2330
1,100;2301
1,117;2310
1,117;2306
1,117;2316
1,117;2317
1,117;2317
1,117;2309
1,117;2287
1,117;2274
1,117;2269
1,117;2264
1,117;2272
1,117;2281
1,134;2305
1,134;2329
1,134;2353
1,134;2389
1,134;2411
1,134;2426
1,134;2457
1,134;2484
1,134;2510
1,134;2510
1,134;2534
1,134;2560
1,152;2576
1,152;2654
1,152;2725
1,152;2764
1,152;2838
1,152;2899
1,152;2969
1,152;2986
1,152;3067
1,169;3096
1,169;3157
1,169;3203
1,169;3256
1,169;3311
1,169;3360
1,169;3385
1,169;3410
1,169;3413
1,187;3472
1,187;3504
1,187;3538
1,187;3558
1,187;3600
1,187;3611
1,187;3649
1,187;3681
1,187;3714
1,187;3719
1,187;3725
1,187;3763
1,204;3713
1,204;3620
1,204;3631
1,204;3580
1,204;3577
1,204;3561
1,204;3516
1,204;3371
1,204;3304
1,222;3228
1,222;3200
1,222;3173
1,222;3124
1,222;3237
1,222;3390
1,222;3597
1,222;3801
1,239;3830
1,239;3748
1,239;3694
1,239;3740
1,239;3842
1,239;3966
1,239;4156
1,239;4095
1,239;4152
1,239;4251
1,239;4203
1,239;4154
1,239;4153
1,239;4028
1,239;3869
1,239;3615
1,257;3451
1,257;3125
1,257;3082
1,257;2914
1,257;2632
1,274;2479
1,274;2409
1,274;2327
1,274;2271
1,274;2271
1,292;2263
1,292;2272
1,292;2274
1,292;2276
1,292;2289
1,292;2271
1,292;2322
1,292;2302
1,309;2333
1,309;2364
1,309;2414
1,309;2509
1,326;2654
1,326;2692
1,326;2772
1,326;2783
1,326;2804
1,326;2804
1,326;2930
1,344;2956
1,344;3038
1,344;3212
1,344;3237
1,344;3340
1,361;3370
1,361;3450
1,361;3454
1,361;3527
1,361;3543
1,361;3571
1,361;3572
1,379;3579
1,379;3535
1,379;3482
1,379;3423
1,379;3381
1,396;3381
1,396;3324
1,396;3251
1,396;3203
1,396;3107
1,414;3068
1,414;2983
1,414;2884
1,414;2752
1,431;2632
1,431;2528
1,431;2406
1,431;2309
1,431;2308
1,449;2304
1,449;2340
1,449;2359
1,449;2484
1,466;2568
1,466;2713
1,466;2823
1,466;2992
1,466;3076
1,484;3151
1,484;3213
1,484;3227
1,484;3235
1,484;3245
1,484;3238
1,501;3365
1,501;3393
1,501;3428
1,501;3503
1,501;3555
1,501;3650
1,501;3678
1,501;3724
1,501;3724
1,501;3722
1,518;3846
1,518;3883
1,518;4021
1,518;3902
1,518;3723
1,518;3471
1,518;3401
1,536;3330
1,536;3204
1,536;3135
1,536;2998
1,536;2674
1,553;2263
1,553;2152
1,553;2064
1,553;2177
1,553;2086
1,553;2144
1,553;2183
1,553;2227
1,571;2156
1,571;2235
1,571;2235
1,571;2325
1,571;2264
1,571;2356
1,571;2351
1,571;2434
1,571;2498
1,588;2603
1,588;2636
1,588;2707
1,588;2797
1,588;2849
1,588;3096
1,588;3096
1,588;3112
1,588;3091
1,588;
