"Angle (rad) Run #1";"White Run #1"
0,489;2492
0,489;2490
0,489;2435
0,489;2412
0,489;2453
0,489;2464
0,506;2433
0,506;2365
0,506;2317
0,506;2323
0,506;2340
0,506;2344
0,506;2334
0,506;2326
0,506;2333
0,506;2329
0,506;2352
0,506;2350
0,506;2350
0,506;2341
0,524;2346
0,524;2345
0,524;2340
0,524;2320
0,524;2342
0,524;2355
0,524;2352
0,524;2329
0,524;2343
0,524;2350
0,524;2346
0,524;2349
0,524;2367
0,524;2334
0,524;2347
0,541;2335
0,541;2333
0,541;2340
0,541;2307
0,541;2297
0,541;2255
0,541;2270
0,541;2263
0,541;2297
0,541;2279
0,541;2321
0,559;2304
0,559;2347
0,559;2332
0,559;2380
0,559;2369
0,559;2395
0,559;2415
0,559;2427
0,559;2425
0,576;2435
0,576;2454
0,576;2447
0,576;2439
0,576;2442
0,576;2429
0,576;2434
0,576;2426
0,576;2443
0,576;2435
0,576;2425
0,576;2437
0,576;2437
0,576;2446
0,576;2459
0,593;2504
0,593;2513
0,593;2539
0,593;2576
0,593;2613
0,593;2630
0,593;2669
0,593;2678
0,593;2709
0,593;2717
0,593;2752
0,593;2747
0,593;2793
0,593;2790
0,611;2810
0,611;2824
0,611;2814
0,611;2809
0,611;2802
0,611;2824
0,611;2857
0,611;2850
0,611;2873
0,611;2873
0,611;2883
0,611;2903
0,611;2922
0,611;2911
0,611;2938
0,611;2961
0,628;2985
0,628;2993
0,628;3060
0,628;3070
0,628;3143
0,628;3146
0,628;3177
0,628;3233
0,628;3284
0,646;3296
0,646;3358
0,646;3377
0,646;3381
0,646;3425
0,646;3453
0,646;3495
0,646;3499
0,646;3589
0,646;3610
0,663;3700
0,663;3711
0,663;3828
0,663;3800
0,663;3923
0,663;3906
0,663;3981
0,681;3970
0,681;4065
0,681;4024
0,681;4115
0,681;4115
0,681;4089
0,681;4130
0,698;4130
0,698;4156
0,698;4167
0,698;4161
0,698;4173
0,698;4155
0,698;4172
0,716;4167
0,716;4202
0,716;4175
0,716;4221
0,716;4166
0,716;4223
0,716;4169
0,716;4231
0,716;4221
0,716;4286
0,716;4203
0,716;4222
0,733;4178
0,733;4210
0,733;4164
0,733;4179
0,733;4169
0,733;4176
0,733;4198
0,733;4190
0,733;4200
0,733;4163
0,750;4166
0,750;4119
0,750;4114
0,750;4079
0,750;4078
0,750;4078
0,750;4060
0,750;4032
0,750;4009
0,750;4044
0,750;3990
0,750;3997
0,768;3989
0,768;3973
0,768;3975
0,768;3944
0,768;3960
0,768;3950
0,768;3961
0,768;3934
0,768;3928
0,768;3917
0,768;3908
0,785;3862
0,785;3838
0,785;3915
0,785;3664
0,785;3907
0,785;3561
0,785;3808
0,785;3497
0,785;3580
0,785;3502
0,785;3407
0,803;3510
0,803;3332
0,803;3399
0,803;3283
0,803;3363
0,803;3229
0,803;3263
0,803;3165
0,803;3130
0,803;3196
0,803;3119
0,803;3090
0,820;3029
0,820;3021
0,820;2957
0,820;2935
0,820;2896
0,820;2845
0,820;2824
0,820;2758
0,820;2751
0,838;2690
0,838;2691
0,838;2640
0,838;2644
0,838;2618
0,838;2625
0,838;2541
0,838;2550
0,838;2506
0,838;2530
0,838;2534
0,838;2531
0,855;2505
0,855;2500
0,855;2469
0,855;2467
0,855;2457
0,855;2434
0,855;2453
0,855;2435
0,855;2446
0,873;2419
0,873;2453
0,873;2403
0,873;2408
0,873;2408
0,873;2371
0,873;2386
0,873;2335
0,873;2354
0,873;2325
0,873;2338
0,873;2308
0,890;2326
0,890;2301
0,890;2316
0,890;2293
0,890;2338
0,890;2322
0,890;2339
0,890;2351
0,890;2382
0,890;2387
0,908;2411
0,908;2464
0,908;2471
0,908;2544
0,908;2541
0,908;2603
0,908;2587
0,908;2637
0,908;2621
0,925;2671
0,925;2659
0,925;2766
0,925;2756
0,925;2857
0,925;2862
0,925;2972
0,925;2953
0,925;3017
0,925;3039
0,925;3039
0,942;3080
0,942;3125
0,942;3148
0,942;3193
0,942;3264
0,942;3325
0,942;3325
0,942;3435
0,942;3485
0,960;3569
0,960;3621
0,960;3745
0,960;3743
0,960;3878
0,960;3879
0,960;3973
0,960;3966
0,977;4054
0,977;4052
0,977;4106
0,977;4086
0,977;4152
0,977;4140
0,977;4181
0,977;4193
0,995;4205
0,995;4210
0,995;4231
0,995;4251
0,995;4265
0,995;4264
0,995;4229
0,995;4178
0,995;4173
0,995;4169
1,012;4168
1,012;4168
1,012;4178
1,012;4142
1,012;4106
1,012;4057
1,012;4047
1,030;3984
1,030;3970
1,030;3953
1,030;3926
1,030;3881
1,030;3865
1,030;3760
1,030;3676
1,030;3639
1,030;3583
1,047;3506
1,047;3450
1,047;3384
1,047;3348
1,047;3235
1,047;3094
1,065;3002
1,065;2923
1,065;2871
1,065;2853
1,065;2786
1,065;2712
1,065;2642
1,082;2565
1,082;2524
1,082;2486
1,082;2455
1,082;2394
1,082;2391
1,082;2352
1,100;2315
1,100;2315
1,100;2265
1,100;2238
1,100;2224
1,100;2186
1,100;2167
1,100;2170
1,100;2168
1,117;2156
1,117;2151
1,117;
1,117;
