"Angle (rad) Run #1","Light Intensity, Ch 1 (lx) Run #1"
,48.33
,48.34
,48.33
,48.32
,48.32
,48.32
,48.29
,48.26
,48.27
,48.32
,48.32
,48.33
,48.36
,48.37
,48.33
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.29
,48.26
,48.26
,48.26
,48.32
,48.32
,48.32
,48.32
,48.32
,48.35
,48.34
,48.35
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.33
,48.37
0.000,48.35
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.33
,48.34
,48.32
,48.33
,48.33
,48.33
,48.34
,48.32
,48.33
,48.38
,48.36
,48.33
,48.32
,48.33
,48.32
,48.32
,48.33
,48.33
,48.33
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.33
,48.32
,48.32
,48.34
,48.33
,48.33
,48.34
,48.33
,48.33
,48.34
,48.32
,48.33
,48.36
,48.39
,48.36
,48.39
,48.37
,48.33
0.000,48.32
,48.32
,48.39
,48.39
,48.39
,48.39
,48.37
,48.33
,48.32
,48.32
,48.34
,48.35
,48.33
,48.38
,48.37
,48.33
,48.32
,48.32
,48.32
,48.34
,48.33
,48.32
,48.37
,48.39
,48.39
,48.39
,48.38
,48.33
,48.33
,48.38
,48.33
,48.32
,48.32
,48.32
,48.32
,48.33
,48.36
,48.33
,48.32
,48.32
,48.32
,48.32
,48.32
,48.39
,48.37
,48.33
,48.33
,48.36
,48.35
,48.33
0.000,48.32
,48.32
,48.33
,48.32
,48.32
,48.30
,48.28
,48.26
,48.31
,48.32
,48.32
,48.32
,48.32
,48.32
,48.34
,48.33
,48.32
,48.32
,48.33
,48.32
,48.32
,48.32
,48.32
,48.35
,48.32
,48.32
,48.32
,48.33
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.31
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.32
,48.33
,48.32
,48.32
,48.28
,48.29
0.000,48.32
,48.33
,48.35
,48.34
,48.33
,48.32
,48.33
,48.39
,48.35
,48.33
